token,value,,character limit, comment
tutorial_s_swipe,"Um den Ball zu schlagen, <style=action>ZIELE</style> mit <icon=thumbstick> und <style=action>SCHWENKE</style> oder <style=action>TRIFF</style> mit<icon=swingbutton>.",,250,Do not translate text between < >
tutorial_s_winning,"Wenn ein Slugger alle Leben verliert, ist er draußen. Du gewinnst, wenn du der letzte Slugger auf dem Feld bist!",,250,
tutorial_s_nubbsify,"Triff das, um die Aktion zu <style=name>nubzifieren</style>.",,250,Do not translate text between < >
tutorial_t_laneswitch,"Verwende <icon=thumbstick>, um nach links und nach rechts zwischen den Bahnen zu wechseln.",,250,Do not translate text between < >
tutorial_t_mp_colors,"<style=red>Rote Nibbzes</style> werfen <style=red>rote Bälle</style> und <style=blue>blaue Nibbzes</style> werfen <style=blue>blaue</style>. Triff nur den Ball, der deiner Farbe entspricht!",,250,Do not translate text between < >
tutorial_t_mp_unstack,"Der obere Slugger kann nach unten springen, indem er sich aus der Bahn bewegt, während der untere Slugger sich nicht rührt. \n\nRedet miteinander, um euch zu koordinieren!",,250,
tutorial_t_mp_stacking,"Manche Nibbzes schweben! \nUm ihre hohen Bälle zu treffen, muss ein Slugger <style=action>auf den anderen springen</style>, indem er sich in dessen Bahn bewegt.  ",,250,Do not translate text between < >
tutorial_t_mp_stackswitch,"Während sie aufeinanderstehen, kann der obere Slugger <icon=thumb_down> schnippen, um nach unten zu springen.",,250,Do not translate text between < >
tutorial_t_mp_stackmove,"Wenn sich der untere Slugger bewegt, bewegen sich beide. ",,250,
tutorial_t_lobs,"<style=name>Big Baoz</style> wirft ganz hohe Bälle! Pass auf, dass du sie nicht aus den Augen verlierst.",,250,Do not translate text between < >
tutorial_t_octo,"Achte auf <style=name>Thro-bots</style> wilde Würfe! Stimme deine Schwenks genau ab, um viele Homeruns zu erzielen!",,250,Do not translate text between < >
tutorial_t_mp_intro,Abgedrehter Schläger mit zwei Sluggern hat spezielle Regeln!,,250,
tutorial_v_spike_swing,<style=action>SCHLAG!</style>,,250,Do not translate text between < >
tutorial_v_superfast,"Wenn du das siehst, bedeutet das, dass der Ball schnell auf dich zurast.",,250,
volleyball_results_title_win,TOLLER SCHMETTERBALL!,,24,
wins_label,Siege:,,24,
toasty_drumsolo,SCHLAGZEUGSOLO!,,24,
toasty_serve,SCHLAG SCHON!,,24,
toasty_soclose,FAST,,24,
toasty_hello,HALLOOO,,24,
toasty_selfown,NEIN!,,24,
toasty_pizza,PARTY!,,24,
toasty_boink,ZURÜCKSETZEN!,,24,
songtitle_glee,Squibz' Freude,,32,song title
songtitle_shopping,Wubwubs Einkaufstour,,32,song title
songtitle_bump,Delle,,32,song title
songtitle_tubular,Röhrentempo,,32,song title
songtitle_rocket,Raketenreiter,,32,song title
songtitle_interstellar,Interstellarer VIP,,32,song title
songtitle_supersonic,Sluggers Überschallball,,32,song title
songtitle_stardust,Sternenstaubverkleinerer,,32,song title
songtitle_fighter,Geschwindigkeitskämpfer,,32,song title
songtitle_puttputt,Putt-Putt-Prélude,,32,song title
songtitle_dayout,Wubwubs Ausgehtag,,32,song title
songtitle_tango,Tee-Tango,,32,song title
songtitle_warp,Schrulliger Dreh,,32,song title
songtitle_elephant,Elefantenshow,,32,song title
songtitle_drivin,Traumfahrt,,32,song title
songtitle_caddy,Teehöhle,,32,song title
songtitle_nightmare,Nibbz' Alptraum,,32,song title
songtitle_rise,Der Aufstieg der Slugger,,32,song title
songtitle_bigleague,Thro-bots erste Liga,,32,song title
songtitle_garden,Öffentlicher Garten,,32,song title
songtitle_fastball,Schnellball-Nubz,,32,song title
songtitle_ringer,Der Ringer,,32,song title
songtitle_sweatpants,Jogginghose,,32,song title
songtitle_dark,Im Dunkeln rennen,,32,song title
songtitle_party,Partyplanet,,32,song title
songtitle_maniac,Schlägerspinner,,32,song title
songtitle_baozbattle,Beat Sports Big Baoz Match,,32,song title
songtitle_december,Tanz im Dezember,,32,song title
songtitle_arctic,Arktische Arena,,32,song title
songtitle_palace,Palast,,32,song title
songtitle_spacerace,Weltraumrennen,,32,song title
songtitle_biggame,Du hast Großes vor,,32,song title
songtitle_sportoise,Sportmuffel,,32,song title
songtitle_weirdo,Spinner,,32,song title
songtitle_dancey,Tanzhosen,,32,song title
songtitle_geewhiz,Flitzebogen,,32,song title
songtitle_magic,Magie,,32,song title
songtitle_polaria,Polaria,,32,song title
songtitle_snowball,Schneeballschlange,,32,song title
songtitle_fanfare,Fanfare des gemeinen Nubz,,32,song title
songtitle_piddle,Pinkel-Paddel,,32,song title
songtitle_babysteps,Babyschritte,,32,song title
songtitle_protonibbz,ProtoNibbz,,32,song title
songtitle_jankees,Jankees,,32,song title
songtitle_comp,Wetteifer,,32,song title
songtitle_nubble,Kleine Häppchen,,32,song title
songtitle_squeek,Quietsch,,32,song title
songtitle_pep,Aufmunternde Worte,,32,song title
songtitle_mascot,Maskottchen-Umarmung,,32,song title
songtitle_saturn,Ringe-des-Saturns-Wettbewerb,,32,song title
songtitle_worm,Wurmbrenner,,32,song title
songtitle_glowstick,Leuchtstäbe,,32,song title
songtitle_movin,Es geht zu schnell,,32,song title
songtitle_bases,Runde Sache,,32,song title
songtitle_hugehug,Fette Umarmung,,32,song title
net_error_join_denied,Verbindung mit anderen Spielern nicht möglich.\n\nBitte später erneut versuchen.,,150,Do not translate \n
net_error_connect_failed,Verbindung mit der anderen Konsole nicht möglich.\n\nBitte erneut versuchen.,,150,Do not translate \n
net_error_unrecoverable,Fehler.\n\nBitte später erneut versuchen.,,150,Do not translate \n
net_not_enough_players,Nicht genügend Spieler übrig.\n\nZurück zum Hauptmenü.,,150,Do not translate \n
net_no_remote_players,Verbindung nicht möglich.\n\nDu kehrst zum Menü zurück.,,150,Do not translate \n
net_confirm_leave_session,Willst du diese Sitzung wirklich verlassen?,,150,
songtitle_kleatz,Kleatz,,32,song title
songtitle_ondeck,An Deck,,32,song title
songtitle_varsitygravity,Uni-Schwerkraft,,32,song title
standards_motion_notice,Hinweis,,32,
standards_motion_strapusage,"Wenn du mit einem Joy-Con spielst, dann befestige die Handgelenksschlaufe folgendermaßen.\n\nHalte den Joy-Con sicher und lasse ihn nicht los.\n\nAchte beim Spielen auf deine Umgebung und andere Menschen.",,340,Do not trnaslate \n
songtitle_buddyballin,Kumpelspielerei,,32,song title
songtitle_moonjump,Mondsprung,,32,song title
songtitle_edgeofn00bular,Das Ende des N00bula,,32,song title
tutorial_t_octo_practice,"Hier kannst du Thro-bots Würfe üben. Spiele den gesamten Übungssong oder pausiere, um vorher aufzuhören.",,150,
loading_all_9,"TIPP: Wenn du Hunger hast, iss etwas. Es gibt dir Energie und schmeckt manchmal auch ziemlich gut.",,150,
loading_all_10,"Kannst du mit den Daumen hinter deinem Rücken wackeln? Wubwub hat keine Daumen. Hör auf, anzugeben.",,150,
loading_all_11,TIPP: Versuche super gut beim Sport zu sein. Es macht Spaß und beeindruckt sowohl Aliens als auch Menschen.,,150,
loading_all_12,WELTRAUM-FAKT: Die Ringe des Saturns sind übriggebliebene Weltraum-Laufbahnen der ersten galaktischen Spiele.,,150,
loading_all_13,WELTRAUM-FAKT: Im Nibbzischen gibt es 17 verschiedene Wörter für „Schwere Mahlzeit“.,,150,
loading_all_14,"WELTRAUM-FAKT: Erdlinge gehören zur einzigen Spezies, die den Moonwalk kann. Das muss gefeiert werden!",,150,
loading_all_15,"WELTRAUM-FAKT: Das beliebte Muzikalia-Gericht „Schwebendes Stromboli“ ist ein ganz normales Stromboli, das schwebt.",,150,
tutorial_g_welcome,"Willkommen zum <style=name>Golfgelage</style>! \nMach dich bereit, <style=action>ein paar hungrige Aliens zu füttern</style>.\nJe mehr du fütterst, desto mehr Punkte erzielst du.",,150,
tutorial_g_patterns,"Wenn Nibbzes sich zusammentun, dann singen sie in <style=action>rhythmischen Mustern</style>.",,150,
tutorial_g_flags,"Du musst einen Nibbz nur einmal füttern. Wenn du also eine Flagge statt eines Nibbz siehst, dann schwenke nicht.",,150,
loading_all_16,TIPP: Du kannst deine Steuerung immer im Pause-Bildschirm sehen.,,150,
loading_all_17,Vergiss nicht ab und zu eine Pause von Super Beat Sports einzulegen. Mutter Erde kann auch ziemlich spaßig sein!,,150,
songtitle_scoops,Scoops,,,
controls_swing,Schwenken,,,
controls_t_move,Bahn wechseln,,,
controls_t_left,Links bewegen,,,
controls_t_right,Rechts bewegen,,,
controls_t_bottom,Ganz nach unten bewegen,,,
controls_g_aim,Insel wählen,,,
controls_g_left,Linke Insel wählen,,,
controls_g_right,Rechte Insel wählen,,,
controls_rr_pos,Positionieren und zielen,,,
controls_rr_kickup,Ball vorbereiten,,,
gear_bat_chair,Sesselknaller,,,
loading_all_18,WELTRAUM-FAKT: Nur Muzikalia können beim Flarmen mit den Glorkonen schwubbeln.,,,
loading_all_19,WELTRAUM-FAKT: In der Muzikalia-Galaxie ernähren sich Pflanzen durch Sonosynthese.,,,
loading_earlylate,"Achte auf „ZU FRÜH“ oder „ZU SPÄT“, wenn du den Ball triffst, um dein Timing zu verbessern.",,,
loading_rr_pinkypower,"Nibbzes können auch Superschläge ausführen! Drücke <icon=swingbutton>, wenn sie den Ball ausspucken.",,,
loading_rr_instaspit,"Drücke <icon=swingbutton>, sobald der Nibbz den Ball fängt, damit er ihn SOFORT AUSSPUCKT.",,,
loading_rr_aim,"TIPP: Wenn du schnell bist, kannst du deine Schläge zielen, ohne sie vorher vorbereiten zu müssen.",,,
loading_rr_powershot,"Drücke immer dann, wenn du den Ball erhältst, auf <icon=setbutton>, um einen SUPERSCHLAG vorzubereiten.",,,
loading_rr_accel,"Der Ball wird mit jedem erfolgreichen Schlag schneller (und langsamer, wenn du ihn verhaust).",,,
loading_rr_poweraim,"TIPP: Wenn du schnell bist, kannst du deine Schläge zielen, ohne sie vorher vorbereiten zu müssen.",,,
loading_t_nubz,Die Geheimnisse der Thro-bot-Technologie wurden in Nubz’ Familie von Generation zu Generation weitergegeben.,,,
loading_t_throbot,"TIPP: Wenn Thro-bots Würfe zu schwierig sind, versuche, ihren Rhythmus zu ZÄHLEN.",,,
results_ai_wins,"Netter Versuch, Mensch.",,,
results_ai_wins2,Roboter gewinnen.,,,
rr_changeup_mssg,ÄNDERUNG,,,
rr_showdown_mssg,SHOWDOWN,,,
rr_bunt,ABPRALLER,,,
rr_hit,SCHLAG!,,,
rr_set,VORBEREITEN,,,
rr_power,SUPER!!,,,
rr_out,DU BIST RAUS!,,,
rr_aim,Ziele,,,
rr_plusone,Oh ja!,,,
rr_flub,DANEBEN,,,
shell_standardmode,<icon=button>Standardmodus,,,
shell_promode_prompt_mp,"Ihr denkt, ihr seid bereit für den <style=action>Profimodus</style> dieser Sportart?\nBeweist es, indem ihr eine Mehrspieler-GOLD- oder PLATIN-Medaille verdient.",,,
shell_promode_return_to_standard,Mehrspieler-Profimodus ist gesperrt. Du kehrst zum Standardmodus zurück.,,,
shell_welcome_msg_2,Huch! Das ist \n<style=action>Lil Slugger!</style>\nSie ist eine SPORTMEISTERIN! Sie hat praktisch ALLE MEDAILLEN!,,,
shell_welcome_msg_3,Aber hier haben wir <style=action>BESONDERE</style> Sportarten ...,,,
shell_welcome_msg_4,"... mit unseren eigenen verrückten, treffsicheren <style=action>RHYTHMISCHEN REGELN!</style>",,,
shell_welcome_msg_5,"Also, lass uns ein bisschen \n<style=action>SUPER BEAT SPORTS</style> spielen!",,,
shell_gamedesc_t,"Wechsle zwischen Bahnen, um taktbasierte Ballangriffe zurückzuschlagen.",,,
shell_gamedesc_v,Spiel dich mit einem Super-Service und krachenden Schmetterbällen zum Sieg.,,,
shell_gamedesc_g,"Wiederhole rhythmische Muster, um hungrige Tierchen zu füttern.",,,
shell_gamedesc_s,Stelle deine rhythmischen Reflexe in einem knallharten Ballspiel auf die Probe.,,,
shell_gamedesc_r,Schütze dein Tor und besiege deinen Gegner mit rasant rhythmischen Querschlägen.,,,
shell_s2s_2player,Das ist ein Spiel für 1 oder 2 Spieler. Probiere Kumpelspiel oder Rhythmusschläger für mehr als 2 Spieler.,,,
shell_analytics,Spielanalyse aktivieren,,,
tutorial_r_serve,"Aufschlag: <style=action>Ziele</style> mit <icon=thumbstick> und drücke dann <icon=swingbutton>, um den Ball zu <style=action>schlagen</style>.",,,
tutorial_r_hit,"Um den Ball zu <style=action>schlagen</style>, anstatt ihn abprallen zu lassen, drücke <icon=swingbutton>, wenn du ihn blockst.",,,
tutorial_r_flub,"Sei vorsichtig! Wenn du den Ball vorbereitest, aber <icon=swingbutton> nicht vor der Landung drückst, schlägst du <style=name>daneben</style>.",,,
tutorial_r_spitters2,Nibbzes fressen den Ball automatisch und spucken ihn nach 4 Beats wieder aus.,,,
tutorial_r_spitters_power,"Nibbzes können <style=action>Superschläge</style> ausführen, indem du <icon=swingbutton> genau dann drückst, wenn sie den Ball ausspucken.\nDamit sie ihn <style=action>sofort ausspucken</style>, musst du <icon=swingbutton2> drücken, sobald der Ball sie erreicht.",,,
tutorial_r_power,"Du kannst einen <style=action>Superschlag</style> auch ausführen, indem du nach einem Block <icon=setbutton> drückst. \nProbier es aus!",,,
tutorial_s_aliens_all,Jeder Kumpel trifft den Ball verschieden schnell. \nTIPP: Ziele auf die schnellen!,,,
tutorial_s_aliens_slower,Langsamer,,,
tutorial_s_aliens_faster,Schneller,,,
tutorial_s_items_speedup,Beschleunigt alles,,,
tutorial_s_items_nubzify,Nubz Nubz Nubz,,,
tutorial_s_items_direct,Ändert Spielrichtung \n(nur für 3 bis 4S),,,
tutorial_s_items_bomb,Entfernt 1 Herz,,,
tutorial_s_welcome,"Bei diesem Spiel spielen die Slugger nacheinander den Ball zu meinen Kumpeln. Wer nicht trifft, <style=name>verliert 1 Herz</style>!",,,
tutorial_t_doublelane,"Drücke <icon=L> und <icon=R>, um über <style=action>2 Bahnen gleichzeitig</style> zu flitzen.",,,
tutorial_t_welcome,"Lass uns <style=action>aufdrehen</style>! \nHol dir die bestmögliche Medaille, indem du jeden Wurf mit <style=action>perfektem Timing</style> triffst. ",,,
tutorial_v_mp_intro,"Da ihr zu zweit seid, werde ich, <style=action>Wubwub</style>, auf der anderen Seite spielen, damit es fair ist.",,,
tutorial_v_mp_turns,"Schwenke oder drücke <icon=swingbutton>, um den Ball zu schlagen, wenn du dran bist. \nAchte auf <style=red>farbige</style> <style=blue>Hinweise</style>, um den Überblick zu behalten!",,,
tutorial_v_welcome,"Diese <style=name>Squibzes</style> werden versuchen, dich abzulenken. \n\n<style=action>Triff den Ball.</style>",,,
net_remote_player_left_game,Die Verbindung zum Controller eines Spielers wurde unterbrochen.\n\nDu kehrst zum Menü zurück.,,,
net_error_room_denied,Verbindung mit dieser Konsole nicht möglich.,,,
controls_t_doublelane,2 Bahnen wechseln,,,
gear_bat_baseball_bat_special_spcl,Platinschläger: SPEZIALOBJEKT,,,
gear_bat_baseball_bat_special_desc,Du hast eine Platinmedaille in jedem Level erhalten.,,,
gear_bat_bronze_spcl,Bronzedrescher: SPEZIALOBJEKT,,,
gear_bat_bronze_desc,Du hast eine Bronzemedaille (oder besser) in jedem Level erhalten.,,,
gear_bat_flowers_spcl,Flower Ka-Power: SPEZIALOBJEKT,,,
gear_bat_flowers_desc,Du hast ein Level im lokalen drahtlosen Modus abgeschlossen.,,,
gear_bat_gold_spcl,Massivgold: SPEZIALOBJEKT,,,
gear_bat_gold_desc,Du hast eine Goldmedaille (oder besser) in jedem Level erhalten.,,,
gear_bat_energy_spc,Zappelphilipp: SPEZIALOBJEKT,,,
gear_bat_energy_desc,Du hast eine Platinmedaille bei Netzball erhalten.,,,
gear_bat_gnome_spcl,Frank: SPEZIALOBJEKT,,,
gear_bat_gnome_desc,Du hast eine Goldmedaille im Profimodus erhalten.,,,
gear_bat_cricket_spcl,Tschilp: SPEZIALOBJEKT,,,
gear_bat_cricket_desc,Du hast eine Platinmedaille bei Abgedrehter Schläger erhalten.,,,
gear_bat_mallet_spcl,Hochton-Stürmer: SPEZIALOBJEKT,,,
gear_bat_mallet_desc,Du hast eine Platinmedaille bei Golfgelage erhalten.,,,
gear_bat_mime_spcl,Mime-Schläger: SPEZIALOBJEKT,,,
gear_bat_mime_desc,Du hast alle Standardlevels bei Abgedrehter Schläger gemeistert.,,,
gear_outfit_nibbs_spcl,Großmaul: SPEZIALOBJEKT,,,
gear_outfit_nibbs_desc,Du hast alle Profilevels bei Golfgelage gemeistert.,,,
gear_outfit_nubz_spcl,Nubz Dudz: SPEZIALOBJEKT,,,
gear_outfit_nubz_desc,Du hast alle Profilevels bei Abgedrehter Schläger gemeistert.,,,
gear_outfit_squibbs_spcl,Squibz-Stil: SPEZIALOBJEKT,,,
gear_outfit_squibbs_desc,Du hast alle Profilevels bei Netzball gemeistert.,,,
gear_outfit_robo_spcl,Zukunftsmusik: SPEZIALOBJEKT,,,
gear_outfit_robo_desc,Du hast alle Profi-Robo-Slugger bei Kumpelspiel und Rhythmusschläger besiegt.,,,
gear_outfit_dropmix_spcl,DROPMIX: SPEZIALOBJEKT,,,
gear_outfit_dropmix_desc,Du hast alle Standardlevels bei Netzball gemeistert.,,,
gear_outfit_knight_spcl,Alles Ritter: SPEZIALOBJEKT,,,
gear_outfit_knight_desc,Du hast alle Standardlevels bei Golfgelage gemeistert.,,,
gear_outfit_mime_spcl,Mime über alles: SPEZIALOBJEKT,,,
gear_outfit_mime_desc,Du hast alle Standardlevels bei Abgedrehter Schläger gemeistert.,,,
loading_s_speedup,"Vorsicht! Je intensiver die Action bei Kumpelspiel wird, desto schneller läuft alles ab.",,,
results_gear_remain,%d gesperrte Objekte übrig.,,,
results_gear_remain_one,1 gesperrtes Objekte übrig.,,,
rr_howtoplay_required,"Du musst das Tutorial für Rhythmusschläger abschließen, bevor du den Modus vollständig freischalten kannst.\nTutorial jetzt spielen?",,,
shell_cpu,CPU,,,
shell_s2s_available_alt,Verfügbare Konsolen,,,
shell_s2s_createroom_alt,Sitzung erstellen,,,
shell_s2s_searching_alt,Nach Konsolen suchen ...,,,
shell_clarify_local_alt,Verbinde dich mit einer Konsole in der Nähe.,,,
shell_player_leave,Verlassen,,,
tutorial_r_serve_motion,"Verwende beim Aufschlag <icon=thumbstick> zum <style=action>Zielen</style> und drücke dann <icon=swingbutton> oder <style=action>schwinge</style> deinen Joy-Con, um den Ball zu <style=action>schlagen</style>.",,,
tutorial_r_hit_motion,"Um den Ball zu <style=action>schlagen</style>, anstatt ihn abprallen zu lassen, drücke <icon=swingbutton> oder <style=action>schwinge</style> deinen Joy-Con, wenn du ihn blockst.",,,
tutorial_r_kickups_motion,"Um einen <style=action>Superschlag</style> auszuführen, drücke <icon=setbutton>, um den Ball <style=name>vorzubereiten</style>. Drücke dann <icon=swingbutton> oder <style=action>schwinge</style> deinen Joy-Con, kurz bevor er landet. \n\nTIPP: Lausche den Beats!",,,
tutorial_swing_motion,"Drücke <icon=swingbutton> oder <style=action>schwinge</style> deinen Joy-Con, um den Ball zu treffen. Schwinge im Takt der Musik, um <style=name>deine Punkte zu verbessern</style>.",,,
tutorial_s_hit_motion,"<style=action>ZIELE</style> zum Spielen mit <icon=thumbstick> und drücke <icon=swingbutton> oder <style=action>schwinge</style> deinen Joy-Con, um den Ball zu <style=action>SCHLAGEN</style>.",,,
net_error_connect_failed_alt,Verbindung mit anderen Konsolen nicht möglich.\n\nBitte erneut versuchen.,,,
net_no_remote_players_alt,Verbindung mit anderen Spielern nicht möglich.\n\nDu kehrst zum Menü zurück.,,,
net_confirm_leave_session_alt,Willst du diesen Raum wirklich verlassen?,,,
net_remote_player_left_game_alt,Ein Spieler hat den Raum verlassen. Sitzung wird beendet.,,,
net_local_player_left_game,Die Verbindung zum Controller eines Spielers wurde unterbrochen.\n\nDu kehrst zum Menü zurück.,,,
net_error_room_denied_alt,Du kannst den Raum nicht betreten.,,,
songtitle_random,?????,,,
prompt_kickup,<icon=setbutton>,,,
loading_all_20,Big Baoz ist eigentlich Wubwubs Neffe dritten Grades.,,,
loading_all_21,"Wenn Nubz anfängt, an deinem Kopf herumzukauen: Glückwunsch! Das ist ein seltenes Zeichen der Zuneigung.",,,
loading_all_22,Niemand liebt Sport s
