token,value,,character limit, comment
tutorial_t_lobs,<style=name>Big Baoz</style> lance les balles vraiment haut. N'oubliez pas qu'elles sont là !,,250,Do not translate text between < >
tutorial_t_octo,"Méfiez-vous du <style=name>Thro-bot</style>, ses lancers sont fous ! Trouvez le bon rythme pour frapper et accumulez les super coups de circuit !",,250,Do not translate text between < >
tutorial_t_mp_intro,Batte folle avec deux sluggers a des règles spéciales !,,250,
tutorial_v_spike_swing,<style=action>FRAPPEZ !</style>,,250,Do not translate text between < >
tutorial_v_superfast,"Lorsque vous voyez ceci, ça signifie que la balle arrive rapidement vers vous !",,250,
volleyball_results_title_win,SUPER FRAPPE !,,24,
wins_label,Victoires :,,24,
toasty_drumsolo,SOLO DE BATTERIE !,,24,
toasty_serve,"ALLEZ, SERS !",,24,
toasty_soclose,SI PROCHE,,24,
toasty_hello,BONJOUUUR,,24,
toasty_selfown,D'OH !,,24,
toasty_pizza,LA FÊTE !,,24,
toasty_boink,RÉINITIALISATION !,,24,
songtitle_glee,Joie du Squibz,,32,song title
songtitle_shopping,Frénésie de shopping de Wubwub,,32,song title
songtitle_bump,Secousse,,32,song title
songtitle_tubular,Tempo tubulaire,,32,song title
songtitle_rocket,Chevaucheur de fusée,,32,song title
songtitle_interstellar,VIP interstellaire,,32,song title
songtitle_supersonic,Frappe supersonique de slugger,,32,song title
songtitle_stardust,Poussière d'étoile,,32,song title
songtitle_fighter,Combattant rapide,,32,song title
songtitle_puttputt,Prélude putt putt,,32,song title
songtitle_dayout,La folle journée de Wubwub,,32,song title
songtitle_tango,Tango de l'heure du tee,,32,song title
songtitle_warp,Warp dingue,,32,song title
songtitle_elephant,Spectacle d'éléphants,,32,song title
songtitle_drivin,Conduite onirique,,32,song title
songtitle_caddy,Caverne des caddies,,32,song title
songtitle_nightmare,Cauchemar de Nibbz,,32,song title
songtitle_rise,La montée du slugger,,32,song title
songtitle_bigleague,Thro-bot de ligue majeure,,32,song title
songtitle_garden,Jardin public,,32,song title
songtitle_fastball,Nubz balle rapide,,32,song title
songtitle_ringer,Le sosie,,32,song title
songtitle_sweatpants,Pantalon de survêt',,32,song title
songtitle_dark,Courir dans le noir,,32,song title
songtitle_party,Planète fête,,32,song title
songtitle_maniac,Fou des chauves-souris,,32,song title
songtitle_baozbattle,Beat Sports avec Big Baoz,,32,song title
songtitle_december,Danse de décembre,,32,song title
songtitle_arctic,Arène arctique,,32,song title
songtitle_palace,Palais,,32,song title
songtitle_spacerace,Course spatiale,,32,song title
songtitle_biggame,Beaucoup de blabla,,32,song title
songtitle_sportoise,Sportue,,32,song title
songtitle_weirdo,Tordu,,32,song title
songtitle_dancey,Pantalon de danse,,32,song title
songtitle_geewhiz,Expert en Ouah,,32,song title
songtitle_magic,Magique,,32,song title
songtitle_polaria,Polaria,,32,song title
songtitle_snowball,Serpent boule de neige,,32,song title
songtitle_fanfare,Fanfare pour les Nubz classiques,,32,song title
songtitle_piddle,Pagayer pagayer,,32,song title
songtitle_babysteps,Petits pas,,32,song title
songtitle_protonibbz,ProtoNibbz,,32,song title
songtitle_jankees,Jankees,,32,song title
songtitle_comp,Compétisse,,32,song title
songtitle_nubble,Nibbles bossu,,32,song title
songtitle_squeek,Couinement,,32,song title
songtitle_pep,Paroles d'encouragement,,32,song title
songtitle_mascot,Câlin pour la mascotte,,32,song title
songtitle_saturn,Anneaux de champion de Saturne,,32,song title
songtitle_worm,Brûleur de ver,,32,song title
songtitle_glowstick,Bâton fluo,,32,song title
songtitle_movin,Nous allons trop vite,,32,song title
songtitle_bases,Arrondir les bases,,32,song title
songtitle_hugehug,Gros câlin,,32,song title
net_error_join_denied,Impossible de se connecter aux autres utilisateurs.\n\nVeuillez réessayer plus tard.,,150,Do not translate \n
net_error_connect_failed,Impossible de se connecter à l'autre console.\n\nVeuillez réessayer.,,150,Do not translate \n
net_error_unrecoverable,Une erreur est survenue. \n\nVeuillez réessayer plus tard.,,150,Do not translate \n
net_not_enough_players,Pas assez de joueurs restants.\n\nRetour au menu principal.,,150,Do not translate \n
net_no_remote_players,Impossible de se connecter.\n\nRetour au menu.,,150,Do not translate \n
net_confirm_leave_session,Voulez-vous vraiment quitter cette session ?,,150,
songtitle_kleatz,Kleatz,,32,song title
songtitle_ondeck,Sur le pont,,32,song title
songtitle_varsitygravity,Gravité universitaire,,32,song title
standards_motion_notice,Avertissement,,32,
standards_motion_strapusage,"Lorsque vous jouez avec une manette \n Joy-Con, attachez la dragonne comme indiqué ci-dessous.\n\nTenez la manette Joy-Con fermement et ne la lâchez pas.\n\nFaites attention à votre environnement et aux autres personnes lorsque vous jouez.",,340,Do not trnaslate \n
songtitle_buddyballin,Baballe entre potes,,32,song title
songtitle_moonjump,Saut sur la lune,,32,song title
songtitle_edgeofn00bular,À la frontière N00bulaire,,32,song title
tutorial_t_octo_practice,"Ici, vous pourrez vous entrainer aux lancers de Thro-bot. Terminez la chanson d'entrainement ou mettez sur pause pour quitter prématurément !",,150,
loading_all_9,"ASTUCE : si vous avez faim, essayez de manger. Vous aurez de l'énergie et en plus c'est super bon !",,150,
loading_all_10,"Êtes-vous capable de vous tourner les pouces derrière le dos ? Wubwub n'a pas de pouces, arrêtez de vous vanter.",,150,
loading_all_11,"ASTUCE : essayez d'être super bon en sport. C'est amusant, et plutôt impressionnant !",,150,
loading_all_12,FAIT DE L'ESPACE : les anneaux de Saturne sont en réalité un skatepark stellaire désaffecté.,,150,
loading_all_13,FAIT DE L'ESPACE : Il y a 17 mots différents pour dire « sauce » en Nibbzish.,,150,
loading_all_14,FAIT DE L'ESPACE : seuls les terriens peuvent applaudir en se touchant les coudes. Célébrez votre héritage !,,150,
loading_all_15,"FAIT DE L'ESPACE : délice muzicalien populaire, le « Stromboli volant » est un stromboli d'une légèreté telle qu'il en flotte.",,150,
tutorial_g_welcome,"Bienvenue dans <style=name>Englouti-Golf</style> ! \nPréparez-vous à <style=action>nourrir des extraterrestres affamés</style>. \nPlus vous en nourrissez, meilleur sera votre score.",,150,
tutorial_g_patterns,"Lorsque les Nibbzes se rassemblent, ils chantent en <style=action>séquences rythmiques</style>.",,150,
tutorial_g_flags,"Un Nibbz ne doit être nourri qu'une fois, alors si vous voyez un drapeau à la place d'un Nibbz, ne frappez pas.",,150,
loading_all_16,ASTUCE : vous pouvez toujours vérifier les contrôles sur l'écran de pause.,,150,
loading_all_17,N'oubliez pas de faire une pause de Super Beat Sports de temps en temps. La planète Terre peut également s'avérer amusante !,,150,
controls_swing,Frappe,,,
controls_t_move,Changement de ligne,,,
controls_t_left,Déplacement à gauche,,,
controls_t_right,Déplacement à droite,,,
controls_t_bottom,Déplacement en bas,,,
controls_g_aim,Choix de l'île,,,
controls_g_left,Choisir l'île de gauche,,,
controls_g_right,Choisir l'île de droite,,,
controls_rr_pos,Se positionner et Viser,,,
controls_rr_kickup,Placer la balle,,,
gear_bat_chair,Chaise-thoven,,,
loading_all_18,FAIT DE L'ESPACE : seuls les habitants de Muzicalia peuvent gribouiller leur glorkons tout en flarmant.,,,
loading_all_19,"FAIT DE L'ESPACE : dans la galaxie Muzicalia, les végétaux se nourrissent grâce à la sonosynthèse.",,,
loading_earlylate,Regardez les indicateurs « TROP TÔT » ou « TROP TARD » lorsque vous frappez la balle pour vous ajuster.,,,
loading_rr_pinkypower,Les Nibbzes aussi sont capables de tirs puissants ! Appuyez sur <icon=swingbutton> quand ils recrachent la balle.,,,
loading_rr_accel,Les balles deviennent plus rapides avec chaque frappe réussie (et plus lentes en cas d'amortis ou de ratés).,,,
loading_rr_poweraim,"ASTUCE : si vous êtes rapide, vous pouvez frapper la balle directement sans la placer.",,,
loading_t_nubz,Les secrets de la technologie de Thro-bot sont passés de génération en génération au sein de la famille de Nubz.,,,
loading_t_throbot,"ASTUCE : si les lancers de Thro-bot sont trop difficiles, essayez de déterminer leur rythme en COMPTANT.",,,
results_msg_rhythm_racket,Nous avons un gagnant !,,,
results_ai_wins,"Bien essayé, humain.",,,
results_ai_wins2,Victoire des robots.,,,
rr_changeup_mssg,NOUVEAU TERRAIN,,,
rr_showdown_mssg,DUEL,,,
rr_bunt,AMORTI,,,
rr_hit,FRAPPE !,,,
rr_set,PLACEMENT,,,
rr_power,TIR PUISSANT !!,,,
rr_flub,RATÉ,,,
shell_standardmode,<icon=button>Mode Standard,,,
shell_promode_prompt_mp,Vous vous sentez tous les deux prêt pour le <style=action>Mode Pro</style> de ce sport ?\nProuvez-le en obtenant la médaille d'OR ou de PLATINE en multijoueur.,,,
shell_promode_return_to_standard,Le Mode Pro est verrouillé pour le multijoueur. Retour au Mode Standard.,,,
shell_welcome_msg_2,"Ho ! Regardez, voilà \n<style=action>Lil Slugger !</style>\n C'est une VRAIE CHAMPIONNE ! Elle gagne TOUTES LES MÉDAILLES !",,,
shell_welcome_msg_3,"Mais attention ! Par ici, nous avons des sports <style=action>SPÉCIAUX</style>. . .",,,
shell_welcome_msg_4,". . . sans compter nos extravagantes, et percutantes, <style=action>RÈGLES RYTHMIQUES !!</style>",,,
shell_welcome_msg_5,Alors allons jouer à \n<style=action>SUPER BEAT SPORTS</style> !,,,
shell_gamedesc_t,Changez de ligne pour frapper des balles qui arrivent en rythme.,,,
shell_gamedesc_v,Donnez-leur une... volley avec des services soniques et de puissants smashs.,,,
shell_gamedesc_g,Reproduisez des séquences rythmiques pour nourrir des bestioles affamées.,,,
shell_gamedesc_s,Testez vos réflexes rythmiques dans un grand combat à coup de balles.,,,
shell_gamedesc_r,Protégez votre but et éliminez la compétition avec des ricochets rythmiques.,,,
shell_s2s_2player,Ce jeu est pour 1 ou 2 joueurs. Essayez les jeux Balle entre amis et Raquette rythmique pour jouer avec plus de 2 joueurs.,,,
shell_analytics,Autoriser Gameplay Analytics,,,
tutorial_r_serve,"Pour servir, utilisez <icon=thumbstick> pour <style=action>viser</style>, puis appuyez sur <icon=swingbutton> pour <style=action>frapper</style> la balle.",,,
tutorial_r_hit,"Pour <style=action>frapper</style> la balle au lieu de faire un amorti, appuyez sur <icon=swingbutton> lorsque vous bloquez.",,,
tutorial_r_flub,"Méfiez-vous ! Si vous placez la balle, mais n'appuyez pas sur <icon=swingbutton> à son arrivée, il en résultera un <style=name>raté</style>.",,,
tutorial_r_spitters2,"Les Nibbzes mangeront la balle automatiquement, et la recracheront 4 temps plus tard.",,,
tutorial_r_power,Vous pouvez également réaliser un <style=action>tir puissant</style> en appuyant sur <icon=setbutton> lorsque vous bloquez la balle. \nEssayez d'y arriver !,,,
tutorial_s_aliens_all,Chaque pote frappe la balle à une vitesse différente.\nASTUCE : Visez les balles rapides !,,,
tutorial_s_aliens_slower,Ralentissement,,,
tutorial_s_aliens_faster,Accélération,,,
tutorial_s_items_speedup,Accélération générale,,,
tutorial_s_items_nubzify,Nubz Nubz Nubz,,,
tutorial_s_items_direct,Change la direction du jeu \n(3-4 joueurs uniquement),,,
tutorial_s_items_bomb,Supprime un cœur,,,
tutorial_s_welcome,"Dans ce jeu, les sluggers envoient la balle vers les amis chacun à leur tour. Le premier qui rate son coup <style=name>perd un cœur</style> !",,,
tutorial_t_doublelane,Appuyez sur <icon=L> et <icon=R> pour alterner entre <style=action>2 lignes</style>.,,,
tutorial_t_welcome,Devenez <style=action>fou</style> ! \nObtenez les meilleures médailles possibles en frappant chaque balle avec le <style=action>timing parfait</style>. ,,,
tutorial_v_mp_intro,"Puisque vous êtes deux, moi, <style=action>Wubwub</style>, je vais jouer dans l'autre équipe pour que ce soit équilibré.",,,
tutorial_v_mp_turns,Faites un mouvement de balancier ou appuyez sur <icon=swingbutton> pour frapper la balle à votre tour. \nObservez les <style=blue>indications</style> de <style=red>couleur</style> pour vous aider !,,,
tutorial_v_welcome,Ces <style=name>Squibzes</style> essaieront de vous faire manquer la balle. \n\n<style=action>Ne la ratez pas.</style>,,,
net_remote_player_left_game,Un joueur est parti. Fin de la session.,,,
net_error_room_denied,Impossible de se connecter avec cette console.,,,
songtitle_scoops,Cornets,,,
controls_t_doublelane,Double changement de ligne,,,
gear_bat_baseball_bat_special_spcl,Batte de platine - OBJET SPÉ.,,,
gear_bat_baseball_bat_special_desc,Vous avez gagné une médaille de platine dans tous les niveaux.,,,
gear_bat_bronze_spcl,Batte de bronze - OBJET SPÉ.,,,
gear_bat_bronze_desc,Vous avez gagné une médaille de bronze (ou mieux) dans tous les niveaux.,,,
gear_bat_flowers_spcl,Pouvoir des fleurs - OBJ. SPÉ.,,,
gear_bat_flowers_desc,Vous avez terminé un niveau en jeu sans fil local.,,,
gear_bat_gold_spcl,Or massif - OBJET SPÉCIAL,,,
gear_bat_gold_desc,Vous avez gagné une médaille d'or (ou mieux) dans tous les niveaux.,,,
gear_bat_energy_spc,Tapette laser - OBJET SPÉCIAL,,,
gear_bat_energy_desc,Vous avez gagné une médaille de platine à Balle au filet.,,,
gear_bat_gnome_spcl,Frank - OBJET SPÉCIAL,,,
gear_bat_gnome_desc,Vous avez gagné une médaille d'or en Mode Pro.,,,
gear_bat_cricket_spcl,Batte de cricket - OBJET SPÉ.,,,
gear_bat_cricket_desc,Vous avez gagné une médaille de platine à Batte folle.,,,
gear_bat_mallet_spcl,Maillet - OBJET SPÉCIAL,,,
gear_bat_mallet_desc,Vous avez gagné une médaille de platine à Englouti-Golf.,,,
gear_bat_mime_spcl,Batte de mime - OBJET SPÉCIAL,,,
gear_bat_mime_desc,Vous avez battu tous les niveaux standard de Batte folle.,,,
gear_outfit_nibbs_spcl,Grande bouche - OBJET SPÉCIAL,,,
gear_outfit_nibbs_desc,Vous avez battu tous les niveaux pro d'Englouti-Golf.,,,
gear_outfit_nubz_spcl,Fringues de Nubz - OBJET SPÉ.,,,
gear_outfit_nubz_desc,Vous avez battu tous les niveaux pro de Batte folle.,,,
gear_outfit_squibbs_spcl,Style Squibz - OBJET SPÉCIAL,,,
gear_outfit_squibbs_desc,Vous avez battu tous les niveaux pro de Balle au filet.,,,
gear_outfit_robo_spcl,Proch. génération - OBJET SPÉ.,,,
gear_outfit_robo_desc,Vous avez battu tous les robots sluggers pro dans La Balle entre amis et Raquette rythmique.,,,
gear_outfit_dropmix_spcl,DROPMIX - OBJET SPÉCIAL,,,
gear_outfit_dropmix_desc,Vous avez battu tous les niveaux standard de Balle au filet.,,,
gear_outfit_knight_spcl,Chevalier total - OBJET SPÉ.,,,
gear_outfit_knight_desc,Vous avez battu tous les niveaux standard d'Englouti-Golf.,,,
gear_outfit_mime_spcl,Mime de rien - OBJET SPÉ.,,,
gear_outfit_mime_desc,Vous avez battu tous les niveaux standard de Batte folle.,,,
loading_rr_instaspit,Appuyez sur <icon=swingbutton> dès que le Nibbz attrape la balle pour réaliser un LANCER INSTANTANÉ.,,,
loading_rr_aim,"ASTUCE : si vous êtes rapide, vous pouvez frapper la balle directement sans la placer.",,,
loading_rr_powershot,Appuyez sur <icon=setbutton> quand vous avez la balle pour réaliser un TIR PUISSANT.,,,
loading_s_speedup,Attention ! Les parties de Balle entre amis s'accélèrent à mesure que l'action s'intensifie.,,,
results_gear_remain,Il reste %d objets verrouillés.,,,
results_gear_remain_one,Il reste 1 objet verrouillé.,,,
rr_out,PERDU !,,,
rr_aim,Viser,,,
rr_plusone,Bien joué !,,,
rr_howtoplay_required,Vous devez terminer le didacticiel de Raquette rythmique pour débloquer le reste du mode.\n\nJouer au didacticiel maintenant ?,,,
shell_cpu,ORDINATEUR,,,
shell_s2s_available_alt,Consoles disponibles,,,
shell_s2s_createroom_alt,Héberger une session,,,
shell_s2s_searching_alt,Recherche de consoles...,,,
shell_clarify_local_alt,Connectez-vous à une console à proximité.,,,
shell_player_leave,Quitter,,,
tutorial_g_charge_motion,"Pour nourrir un <style=name>Nibbz sauteur</style>, <style=action>APPUYEZ</style> sur <icon=swingbutton> et <style=action>MAINTENEZ</style> quand il commence à chanter, puis <style=action>RELÂCHEZ</style> ou <action=style>EFFECTUEZ LE MOUVEMENT</action> avec votre manette quand il saute.",,,
tutorial_g_pinky_motion,"C'est un <style=name>Nibbz</style> affamé. Pour le nourrir, appuyez sur <icon=swingbutton> ou <style=action>effectuez le mouvement</style> avec votre manette lorsqu'il chante. ",,,
tutorial_r_serve_motion,"Pour servir, utilisez <icon=thumbstick> pour <style=action>viser</style>, puis appuyez sur <icon=swingbutton> ou <style=action>effectuez le mouvement</style> avec votre manette pour <style=action>frapper</style> la balle.",,,
tutorial_r_hit_motion,"Pour <style=action>frapper</style> la balle au lieu de faire un amorti, appuyez sur <icon=swingbutton> ou <style=action>effectuez le mouvement</style> avec votre manette lorsque vous bloquez.",,,
tutorial_r_kickups_motion,"Pour effectuer un <style=action>tir puissant</style>, appuyez sur <icon=setbutton> pour <style=name>placer</style> la balle, puis appuyez sur <icon=swingbutton> ou <style=action>effectuez le mouvement</style> avec votre manette quand la balle arrive. \n\nASTUCE : soyez attentif au rythme !",,,
tutorial_r_spitters_power,"Faites réaliser des <style=action>tirs puissants</style> aux Nibbzes en appuyant sur <icon=swingbutton> au moment où ils recrachent la balle.\nPour un <style=action>lancer instantané</style>, appuyez sur <icon=swingbutton2> au moment où la balle les atteint.",,,
tutorial_swing_motion,Appuyez sur <icon=swingbutton> ou <style=action>effectuez le mouvement</style> avec votre manette pour frapper la balle. Calez chaque frappe sur le rythme pour <style=name>maximiser votre score</style>.,,,
tutorial_s_hit_motion,"Pour jouer, <style=action>VISEZ</style> avec <icon=thumbstick> et appuyez sur <icon=swingbutton> ou <style=action>frappez</style> avec votre manette pour <style=action>FRAPPER</style> la balle.",,,
net_error_connect_failed_alt,Impossible de se connecter aux autres consoles.\n\nVeuillez réessayer.,,,
net_no_remote_players_alt,Impossible de se connecter aux autres joueurs.\n\nRetour au menu principal.,,,
net_confirm_leave_session_alt,Êtes-vous certain de vouloir quitter cette salle ?,,,
net_remote_player_left_game_alt,Un joueur a quitté la salle. Fin de la session.,,,
net_local_player_left_game,La manette d'un des joueurs a été déconnectée.\n\nRetour au menu.,,,
net_error_room_denied_alt,Impossible de rejoindre cette salle.,,,
songtitle_random,?????,,,
prompt_kickup,<icon=setbutton>,,,
loading_all_20,Big Baoz est en réalité le troisième cousin germain de Wubwub.,,,
loading_all_21,"Si Nubz commence à vous mâchouiller la tête, félicitations ! C'est un rare signe d'affection.",,,
loading_all_22,Personne n'aime le sport autant que Wubwub...,,,
loading_all_23,Les muzicaliens sont obsédés par le sport depuis qu'ils ont intercepté des télé-transmissions en provenance de la planète Terre.,,,
loading_all_24,"Avant la folie du sport, une autre obsession des muzicaliens était de regarder des telenovelas espagnoles.",,,
loading_all_25,"Au lieu d'utiliser de l'argent, les muzicaliens échange des chansons contre des biens et services.",,,
loading_g_taste,"Les Nibbzes ont un palais délicat. D'une seule bouchée, ils sont capables d'identifier les dates de fabrication d'une majorité d'équipements de sport.",,,
loading_v_squibz2,Les Squibzes sont parmi les espèces les plus amicales de Muzicalia (mais évitez de les surprendre quand ils mangent du calamar).,,,
shell_clarify_play_alt,1-2 joueurs sur cette console,,,
shell_s_speed_med1,Moyenne 1,,,
shell_s_speed_med2,Moyenne 2,,,
shell_network_quality,Cette jauge indique la force du signal
